s.deletion,gramm.cat,phon.cont,social
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
no,separate morpheme,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
yes,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
no,verb,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
yes,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
no,determiner,consonant,2
